wave,trans
1.500999689809408,0.9948
1.5010018887406966,0.99411
1.5010039795337988,0.99327
1.5010061807306756,0.9927
1.5010082692827087,0.99122
1.5010103600935862,0.98863
1.5010125613091772,0.98682
1.5010146498789665,0.98634
1.5010168511071393,0.9847
1.5010189419419249,0.98166
1.501021030529471,0.97869
1.5010232317763579,0.97533
1.5010253226289194,0.97018
1.5010275216353115,0.96431
1.5010296124998241,0.95889
1.5010317033701617,0.95455
1.5010339023952495,0.9532
1.5010359932775383,0.95491
1.5010381945683113,0.95753
1.5010402832094358,0.96141
1.5010424845127917,0.96775
1.5010445754189896,0.97375
1.5010466640778715,0.9768
1.5010488653999425,0.97962
1.5010509563239174,0.98429
1.5010531554054172,0.98767
1.5010552463413438,0.98834
1.5010573372830955,0.98897
1.501059536383292,0.99077
1.5010616273369959,0.9922
1.501063828702955,0.99272
1.5010659174154182,0.99324
1.5010680083868992,0.99418
1.5010702097715747,0.99498
1.5010722985017961,0.99506
1.501074499899055,0.9949
1.5010765908944468,0.99512
1.5010786796424271,0.9948
1.5010808810584024,0.99323
1.5010829720715722,0.99247
1.5010851712468811,0.99413
1.5010872622720035,0.99603
1.5010894637131527,0.99628
1.5010915524969581,0.99623
1.5010936435398587,0.99698
1.5010958449997251,0.99763
1.5010979338012898,0.99793
1.5011001352737403,0.99806
1.501102226340553,0.99754
1.5011043151598773,0.99709
1.501106516651045,0.99794
1.5011086077356366,0.99872
1.5011108069860617,0.99812
1.5011128980826063,0.99791
1.5011149891849769,0.99886
1.5011171884541008,0.99896
1.5011192795684245,0.998
1.5011214788501202,0.99782
1.5011235699763974,0.99831
1.5011256611085007,0.9985
1.5011278626622802,0.99885
1.5011299515529524,0.99943
1.5011321531193165,0.99939
1.5011342442753333,0.99876
1.5011364436008785,0.9979
1.501138534768849,0.99744
1.501140625942646,0.99829
1.5011428252868908,0.99927
1.5011449164726416,0.99868
1.5011471158294587,0.99801
1.5011492070271635,0.99882
1.5011512982306945,0.99911
1.5011534976062118,0.99812
1.5011555888216972,0.99774
1.5011577904632616,0.99795
1.5011598816907075,0.99795
1.5011619706704926,0.99861
1.5011641723307767,0.9989
1.5011662635760035,0.99731
1.5011684629953732,0.99638
1.5011705542525546,0.9977
1.5011726455155623,0.99815
1.501174844953633,0.99697
1.5011769362285956,0.9968
1.5011791356792392,0.99726
1.5011812269661566,0.9969
1.5011834286829253,0.99675
1.5011855177282458,0.99672
1.501187609032945,0.99586
1.501189810768434,0.99562
1.5011918998315175,0.99628
1.5011941015795929,0.99605
1.5011961929082085,0.9955
1.5011982842426506,0.99542
1.5012004837558512,0.99435
1.5012025751022486,0.99308
1.5012047746280228,0.99344
1.5012068659863758,0.99318
1.501208957350556,0.991
1.5012111568950324,0.98989
1.501213248271168,0.98991
1.501215450081866,0.98802
1.5012175392163096,0.98562
1.501219630610228,0.98531
1.501221832439648,0.98445
1.5012239215918552,0.98103
1.5012261234338624,0.97784
1.5012282148516987,0.97587
1.501230414452607,0.97238
1.5012325058823994,0.96692
1.5012345973180192,0.96118
1.5012367969376306,0.95483
1.5012388883852066,0.94628
1.5012410902711175,0.93542
1.501243179476925,0.92219
1.5012452709422843,0.90457
1.5012474728469183,0.882
1.5012495620704902,0.85544
1.5012517639877119,0.82546
1.5012538554769905,0.79436
1.5012559447183276,0.76974
1.5012581466542723,0.76186
1.5012602381613354,0.7735
1.5012624378560857,0.79832
1.5012645293751057,0.82862
1.5012666208999532,0.85839
1.5012688206134082,0.88422
1.5012709121502128,0.90528
1.501273114130064,0.92168
1.5012752034250043,0.93456
1.5012774054174443,0.94478
1.501279496978169,0.95316
1.5012815862908755,0.95996
1.5012837883020393,0.96529
1.5012858798805493,0.9692
1.5012880796504426,0.97219
1.5012901712409101,0.97525
1.5012922628372056,0.97824
1.5012944626258042,0.98041
1.5012965542340573,0.98211
1.50129875628913,0.98365
1.5013008456554426,0.98487
1.5013029372814815,0.98607
1.5013051393552792,0.98676
1.5013072287393585,0.98622
1.5013094308257453,0.98618
1.501311522475706,0.98783
1.5013136118775525,0.98849
1.5013158139826648,0.98714
1.5013179056504118,0.98669
1.5013201055141583,0.98716
1.5013221971938635,0.98552
1.5013243993241614,0.98247
1.50132648876185,0.98064
1.5013285804593417,0.97912
1.5013307826083657,0.97643
1.5013328720638217,0.97428
1.5013350742254357,0.97454
1.5013371659468504,0.97683
1.5013392554200746,0.97972
1.5013414576004147,0.98254
1.501343549339617,0.98549
1.5013457492785147,0.98834
1.501347841029676,0.99008
1.5013499327866655,0.99106
1.501352132744271,0.99258
1.5013542245132192,0.9941
1.5013564267374735,0.99446
1.50135851626431,0.99457
1.5013606080510462,0.99509
1.5013628102940273,0.99536
1.5013648998386326,0.99568
1.5013671020942045,0.99654
1.5013691939048657,0.99692
1.5013713939189188,0.9966
1.5013734857415393,0.99691
1.5013755775699889,0.9978
1.5013777776027506,0.99796
1.5013798694431593,0.99759
1.5013820694884994,0.99781
1.5013841613408678,0.99838
1.5013862531990656,0.99816
1.5013884555172816,0.99725
1.5013905451332719,0.99684
1.5013927474640794,0.99711
1.5013948393462029,0.99696
1.5013969289799631,0.99615
1.501399131329499,0.99576
1.501401223229412,0.99606
1.501403423337334,0.99604
1.501405515249207,0.99535
1.5014076071669091,0.99468
1.5014098072935407,0.99422
1.5014118992232033,0.99364
1.5014140993624139,0.99329
1.5014161913040371,0.99388
1.5014183937100838,0.99528
1.5014204834094103,0.99651
1.5014225753688235,0.997
1.5014247777935996,0.99688
1.5014268697649797,0.99659
1.5014290699480655,0.9969
1.5014311619314062,0.99799
1.5014332539205766,0.99852
1.5014354541223731,0.99792
1.5014375461235046,0.99781
1.5014397463378806,0.99869
1.5014418383509731,0.99892
1.5014439303698952,0.9985
1.5014461306029825,0.99873
1.5014482226338657,0.99873
1.501450425133886,0.99801
1.5014525149223774,0.99814
1.5014546069710515,0.99861
1.5014568094898029,0.9978
1.5014589015504447,0.99737
1.5014611018274104,0.99841
1.5014631939000138,0.99841
1.5014653941895595,0.99718
1.5014674862741246,0.99745
1.50146957836452,0.99848
1.5014717786727778,0.99823
1.501473870775135,0.99801
1.5014760733504033,0.99833
1.501478163210292,0.99785
1.501480255330441,0.99772
1.5014824579244415,0.9988
1.5014845478021028,0.99886
1.5014867504086968,0.99792
1.5014888425527764,0.99835
1.5014909324482113,0.99908
1.5014931350735372,0.99829
1.5014952272354094,0.99762
1.5014974276188413,0.99783
1.501499519792676,0.99766
1.501501611972341,0.99795
1.5015038123744862,0.99917
1.5015059045661134,0.99908
1.5015081072353667,0.99781
1.5015101971844302,0.99739
1.5015123998662778,0.99689
1.5015144920818368,0.99556
1.5015165820486747,0.99562
1.501518784749255,0.99697
1.5015208769826078,0.99697
1.5015230774412178,0.99618
1.5015251696865337,0.99626
1.50152726193768,0.99588
1.5015294624150044,0.99473
1.501531554678114,0.99467
1.5015337574226237,0.99509
1.5015358474430929,0.99452
1.5015379397239967,0.99387
1.5015401424872405,0.99333
1.5015422325254848,0.99166
1.5015444353013234,0.98999
1.5015465276061604,0.9899
1.5015486176621802,0.99002
1.501550820456753,0.98899
1.5015529127793845,0.98723
1.5015551133318918,0.98478
1.5015572056664872,0.98212
1.5015594084862576,0.98041
1.501561498578136,0.97913
1.5015635909305265,0.97706
1.5015657937690319,0.97537
1.5015678838786863,0.97578
1.5015700867297872,0.97786
1.501572179106112,0.98036
1.501574269233543,0.98265
1.5015764721033789,0.98453
1.5015785644974993,0.98623
1.5015807651251933,0.98776
1.5015828575312782,0.98858
1.5015849499431941,0.98892
1.5015871505896046,0.98933
1.5015892430134852,0.98933
1.501591445927256,0.98854
1.5015935361083241,0.98751
1.5015956285500012,0.98655
1.5015978314825076,0.98547
1.5015999216813531,0.98408
1.5016021246264564,0.98164
1.5016042170920691,0.97791
1.5016064177949537,0.97372
1.5016085102725316,0.96947
1.5016106027559413,0.96531
1.5016128034775431,0.9626
1.5016148959729176,0.96246
1.5016170989619577,0.96408
1.5016191892144435,0.96653
1.5016212817276153,0.96977
1.501623484735392,0.97341
1.5016255750056562,0.9767
1.50162777802603,0.97955
1.501629870563139,0.9823
1.5016319608511812,0.98493
1.5016341638902928,0.98697
1.5016362564451993,0.98824
1.5016384572419967,0.98921
1.5016405498088687,0.98987
1.5016426423815732,0.98982
1.5016448431970892,0.99004
1.5016469357817595,0.99151
1.5016491388648103,0.99267
1.5016512292064965,0.99254
1.5016534323021453,0.99291
1.501655524910754,0.99406
1.5016576152702195,0.99406
1.5016598183846064,0.99357
1.5016619110110137,0.99446
1.5016641118830103,0.99528
1.501666204521384,0.99456
1.5016682971655897,0.99399
1.501670498056306,0.99434
1.5016725907124784,0.99422
1.5016747916157802,0.99418
1.5016768842839192,0.99526
1.5016789769578909,0.99555
1.5016811801349588,0.99396
1.501683270565851,0.99321
1.5016854737555174,0.99468
1.501687566453429,0.99581
1.5016896569021012,0.99498
1.5016918601105076,0.99391
1.5016939528262185,0.99394
1.501696153792139,0.99413
1.5016982465198172,0.99378
1.5017004474983238,0.9935
1.5017025402379693,0.99398
1.5017046329834478,0.99459
1.5017068339806752,0.99431
1.501708926738121,0.99356
1.501711130003071,0.99342
1.501713220517348,0.99314
1.501715313292594,0.99198
1.5017175165762846,0.99146
1.5017196093635046,0.99203
1.501721810404633,0.99157
1.5017239032038208,0.99022
1.5017259960088418,0.99029
1.5017281970686918,0.991
1.5017302898856806,0.99036
1.5017324909581176,0.98976
1.5017345837870744,0.99062
1.5017366766218645,0.99104
1.5017388777130234,0.98966
1.5017409705597813,0.98805
1.50174317391876,0.98765
1.501745264522254,0.98773
1.5017474678938332,0.98709
1.501749560764534,0.98593
1.5017516536410684,0.98504
1.501753854776131,0.98402
1.5017559476646343,0.9823
1.5017581488122846,0.98072
1.5017602417127562,0.97977
1.5017623346190612,0.97875
1.5017645357854346,0.97725
1.5017666287037081,0.9754
1.5017688321379792,0.97305
1.5017709228129121,0.97056
1.5017730157489886,0.96784
1.5017752192020017,0.96404
1.5017773098947185,0.95955
1.5017795133603329,0.95528
1.5017816063203535,0.95022
1.5017836970308538,0.94336
1.5017859005152112,0.93463
1.501787993493035,0.92361
1.5017901947346266,0.9097
1.5017922877244199,0.89061
1.5017944912339865,0.86267
1.5017965819803623,0.82517
1.5017986749879588,0.77354
1.5018008785162693,0.70015
1.5018029692804296,0.58867
1.5018051728213415,0.44194
1.5018072658528838,0.31493
1.5018093566348287,0.28516
1.5018115601944846,0.36872
1.5018136532438306,0.50447
1.5018158545606444,0.62677
1.5018179476219606,0.71404
1.5018200406891107,0.7763
1.5018222420246494,0.81789
1.50182433510377,0.84678
1.5018265387073813,0.86555
1.5018286295429888,0.87814
1.5018307226399137,0.88575
1.5018329262622696,0.88763
1.501835017115663,0.88608
1.5018372207506212,0.88315
1.5018393138714934,0.87738
1.501841515263533,0.86773
1.5018436083963758,0.8546
1.5018457015350528,0.83757
1.5018479029458187,0.81515
1.5018499960964664,0.78497
1.5018521997753824,0.74462
1.501854290682441,0.69558
1.5018563838508945,0.62969
1.501858587548556,0.5435
1.5018606784734012,0.43424
1.501862882183666,0.30541
1.5018649753760678,0.18055
1.5018670663186995,0.093892
1.5018692700477103,0.062363
1.5018713632579181,0.084025
1.5018735647439145,0.15629
1.5018756579660937,0.27058
1.5018777511941077,0.40006
1.5018799526988316,0.51635
1.5018820459388171,0.60976
1.501884249711788,0.68264
1.501886340708089,0.73804
1.5018885444936636,0.78341
1.501890637757599,0.81871
1.5018927287716872,0.84661
1.5018949325760091,0.86809
1.501897025857751,0.88523
1.5018992274189824,0.90042
1.5019013207126963,0.91259
1.5019034140122454,0.92119
1.5019056155922048,0.92907
1.5019077089037263,0.93681
1.5019099127520106,0.94257
1.5019120038197709,0.94758
1.5019140971490996,0.95293
1.5019163010161316,0.95641
1.5019183921016803,0.95833
1.501920595981317,0.96135
1.5019226893345972,0.96453
1.5019247804379343,0.96622
1.5019269843363194,0.96801
1.5019290777074072,0.9704
1.5019312793626063,0.97193
1.501933372745667,0.97304
1.5019355744134582,0.97446
1.5019376678084917,0.97565
1.501939761209361,0.97701
1.5019419628958817,0.9789
1.5019440563087239,0.98017
1.5019462602636793,0.98089
1.501948353688501,0.98217
1.501950444863303,0.98346
1.5019526488370079,0.98428
1.5019547422796382,0.98534
1.5019569440100804,0.98647
1.5019590374646845,0.98718
1.5019611309251242,0.98783
1.501963332674297,0.98827
1.5019654261467101,0.9884
1.5019676279084757,0.98904
1.5019697213928627,0.98974
1.5019718148830852,0.98952
1.5019740166635818,0.98969
1.501976110165778,0.99082
1.5019783142148067,0.99092
1.5019804077289831,0.98987
1.5019826095346729,0.98982
1.5019847030608233,0.9905
1.5019867965928102,0.99035
1.501988998417231,0.99013
1.501991091961192,0.99045
1.5019932937982063,0.99015
1.5019953873541416,0.9889
1.501997480915913,0.98726
1.501999682771659,0.98468
1.5020017763454048,0.98058
1.5020039804697607,0.97609
1.502006071799465,0.97353
1.5020081653910216,0.97447
1.5020103695341287,0.97784
1.502012460881625,0.98098
1.5020146650373392,0.98297
1.5020167586528517,0.98487
1.5020188522742004,0.98708
1.5020210541926058,0.98879
1.5020231478259294,0.98962
1.5020253497569291,0.98983
1.5020274434022278,0.98974
1.502029647601915,0.98979
1.5020317390030957,0.99014
1.5020338326662062,0.99061
1.5020360368846457,0.99139
1.5020381283036193,0.9926
1.5020403325346663,0.99359
1.5020424262217338,0.99398
1.5020445176585002,0.99437
1.5020467219083002,0.99489
1.50204881561318,0.99492
1.502051017619437,0.99492
1.5020531113362923,0.99569
1.5020552050589844,0.99638
1.5020574070839754,0.99607
1.5020595008186435,0.99567
1.5020617051124192,0.99588
1.5020637966028736,0.99596
1.5020658903553545,0.99571
1.5020680946678837,0.99558
1.502070186176132,0.99549
1.5020723905012696,0.99533
1.502074484277709,0.99468
1.5020766863592274,0.99229
1.5020787801476432,0.98905
1.5020808739418956,0.98826
1.502083076042149,0.99029
1.5020851698483781,0.99242
1.502087374217494,0.99412
1.502089465779433,0.99611
1.502091559603476,0.99701
1.5020937639913463,0.99659
1.5020958555710802,0.99701
1.5020980599715594,0.9981
1.5021001538195622,0.9979
1.502102245417091,0.99716
1.5021044498363252,0.99749
1.502106543702142,0.99826
1.5021087458776616,0.99876
1.5021108397554555,0.99934
1.502112933639087,0.99948
1.5021151358333427,0.99876
1.5021172297289513,0.9983
1.5021194341921662,0.99892
1.5021215258433895,0.99984
1.5021237303192143,0.99994
1.5021258242387838,0.99937
1.502127915907803,0.99896
1.5021301204023836,0.99887
1.5021322143397684,0.99867
1.502134416590558,0.99862
1.5021365105399203,0.99912
1.5021386044951206,0.99941
1.5021408067646471,0.99912
1.5021429007318252,0.99924
1.502145105270389,0.99946
1.502147196993105,0.9988
1.5021492909780991,0.99825
1.5021514955354196,0.99878
1.5021535872759322,0.99889
1.5021557918458635,0.99797
1.5021578858548197,0.99773
1.5021599776131296,0.99843
1.5021621822018176,0.99864
